Source	Target	Relation
IL5	IL1B	+
FKBP1A	SNCA	+
ZYX	ACTN3	0
MEF2D	JUN	+
SPRY2	FGF9	0
UBXN1	POMP	0
IL2RA	TNFRSF18	+
MAPK1	EGFR	+
RPS29	UBC	0
GNB1	CD4	-
ORC1L	TP53	+
COL6A1	ITGA10	+
CXCL5	CXCR3	+
ITGAL	PLAUR	0
FN1	PTK2	0
PTPN13	IRS1	-
ADORA1	GNAI3	+
PRLH	MAPK1	+
RPL10L	RPS5	0
LDLRAP1	APOA1	+
GRK1	CXCR4	+
STK17A	NCBP2	+
PF4V1	CCR3	+
RPS19	RPS20	0
PPARA	ACOX2	+
DEPDC6	MAPKAP1	0
HLA-A	IL2RA	+
NUP50	NUP98	0
CCL24	CXCR1	+
LAMC3	ITGB6	+
RELA	BECN1	+
MRPS7	RPL41	0
UBE2E1	ANAPC10	0
POLR2C	POLR2H	0
GNA13	GNGT1	0
CCR9	GNAI3	+
RAD52	RAD51	+
MAPK14	SMAD7	0
IFNG	JAK2	+
NPPA	NKX2-5	-
YWHAZ	RFC2	-
ARHGAP5	RAC1	-
PSMA8	PSMB3	0
FBXO15	NFKB1	-
FOXO3	BCL2L11	-
TNNI3K	TAF10	+
JAK2	CSF2	0
GTF2F1	POLR2A	0
IGF1	IGF1R	0
MKS1	PRL	+
PRKCA	CSRP1	+
CXCR5	JAK3	+
FYN	GRIN2B	+
FGF11	EGFR	+
IL12B	STAT3	+
SDC1	HGF	+
AKT1	DKC1	0
ITPR3	PLCE1	0
HDAC6	MMS19	0
MAPK11	HSPB1	+
ZAP70	LAX1	+
TFDP1	RBBP8	-
HSPB1	CUL1	+
SH3BP2	VAV1	0
PRKCQ	WIPF1	+
STAT6	LTA	+
TNFRSF1A	NFKB1	+
BDKRB2	GNA14	+
BMPR1B	BMPR2	0
EFNB2	EPHB2	0
NTRK2	CTNNA1	+
CDC37	MAP3K1	0
CLASP1	CEP164	0
MYLK3	MYLPF	+
FGR	ENO1	+
MAP3K14	RPS6KA2	+
PSMF1	PSMB9	0
TNF	CCL20	+
ITGA3	PKD1	0
AKT3	IKBKB	+
PSMA2	PSMB2	0
NTRK1	SHC1	0
BLK	MAPK14	+
ZAP70	CD4	0
RAD9A	CLSPN	0
SRA1	AR	+
FGB	RHOA	+
ITGA8	ACTN1	0
CXorf15	LDLR	+
PPP2CB	PRKCI	-
GPER	FN1	+
PLCG2	EGFR	+
TPT1	EIF2AK2	+
MYL6B	MYH13	0
LAMA5	ITGA8	+
LPAR2	PIK3R1	+
MPL	JAK2	+
LAMA1	CRKL	+
MUC20	PTPN11	-
FBXO5	APC	-
NFKBIB	NFKBIB	-
FGR	PDGFRB	+
E2F1	CCNB1	+
CAST	TLN1	-
IRAK4	IL1R1	0
MYC	IER3	-
RELN	ITGA2	+
ITGA2	ITGA3	0
PRKCG	SPHK2	+
PPP2CA	PICALM	+
NEK8	BICD2	+
CDKN2C	CCND3	-
JAK2	CHEK2	+
KAT2A	MAML1	0
RPS6KB1	MDM2	+
EP300	CTNNB1	+
CDK4	KDM5D	+
RPL37	RPS27A	0
TLE1	PPARD	-
RASSF5	ITGAM	+
PSMA6	PSMC3	0
ITGB4	EIF6	0
ERBB2IP	CXXC4	0
AKT1	MISP	+
PSMB8	PSME1	0
PIK3AP1	CD19	0
NOS3	PDE2A	+
PXN	CSK	0
IL13	IL4R	+
MAPK9	NFATC1	+
LEF1	MMP9	+
AR	MST1R	+
PLCB4	CAMK2A	0
MYL9	MYH6	0
FGL1	RHOA	+
CCR3	ARRB2	0
FN1	SHC1	+
ITGA3	CRK	+
CDK7	XRCC1	+
HSPB1	CUL5	+
ETV1	MAPK3	+
LOC652614	KIR3DL3	+
MCM5	ORC2L	0
ITGAE	ADAM12	0
CD80	B2M	-
PTGS1	PIK3CG	-
CBLC	IL21R	-
UBR1	PSMD4	0
ITGA1	ADAM12	0
CASP7	LAMA3	+
PDGFB	STAT5A	+
PTK2B	RUVBL1	+
ADRBK1	PRKACB	0
CSNK1D	PPP1R13L	+
TP63	TRAF4	+
PSMA4	BTRC	+
PIK3R2	PDPK1	+
BUB1B	CUL9	0
GSK3B	GSK3A	+
HDAC1	TLE1	+
PSMB3	SNCA	-
IL10	EPO	-
NUP50	SNRPG	+
NGFR	RELA	+
CSNK2A1	EIF2B5	+
RBX1	CUL5	0
TRAF2	TRAF1	0
PSMB1	POMP	0
PRLR	JAK3	+
NR3C1	TAT	+
CACNA1E	CACNG1	0
IRS1	AKT1	+
ACTB	ACTN4	0
IKBKB	IKBKB	0
SNX6	SNX2	0
KDM4A	AR	+
NGFR	CHUK	+
RPS19	RPS26	0
NTRK2	RASA1	+
RPL29	RPS7	0
MDM2	ERBB4	-
STAT5B	CCNA1	+
LEF1	RUNX2	-
PTPRH	SRC	-
FGF13	PLAU	+
SMAD5	SMAD4	+
PTPRF	TRIO	0
GADD45A	CCNB3	-
GNAI1	PLCB3	+
KIT	SOS1	+
FGFR4	MAP4K5	+
MYH11	LMOD1	0
FGF11	PIK3R1	+
WNT10B	FZD10	+
FGF1	SOS1	0
LCK	PXN	+
HMOX1	VEGFA	+
FGF8	PDGFRA	+
SRP68	SRP14	+
DBF4	MCM2	+
CYFIP2	ARPC1B	+
INTS6	POLR2J	0
TNF	MAPK1	+
CDKN2B	CDK6	-
BCL10	RELA	+
ACVRL1	PPP1CA	0
BIRC2	CASP9	-
OPRK1	GNAO1	+
TNF	SERPINE1	+
RIPK3	ASAP3	+
GLB1	IFNG	+
RPS6KB1	RPS3	+
NFATC1	MEF2A	+
SOCS3	NRAS	+
EIF4A1	EIF4G2	0
SOCS5	IL22RA1	-
PRKD1	CBL	+
RAPGEF5	PRKAR2A	+
CCNB1	CDK1	0
SPI1	PRTN3	+
EGFR	PICALM	0
RPS3	RPS29	0
RCHY1	AR	0
HECTD3	ANAPC4	0
ZAP70	SLA2	0
NCK1	HRAS	-
CTNNB1	DLG1	+
PTK2B	KCNIP2	+
FOS	KRT17	+
CBLB	EGFR	+
CD3E	IL2RA	+
ARF1	PLCD1	+
STAT5A	BCL2L1	+
FGF22	SOS1	0
CAMK1D	DAZAP1	+
CSNK1E	AK2	+
SRP54	SRP9P1	+
SMURF1	RUNX2	+
NUP210	SLBP	+
UBXN1	CDC20	+
NUP85	NCBP1	+
DNM2	VAV1	0
CUL1	E2F1	+
PRKAB2	ACACA	-
GAB2	PIK3CD	+
EGF	CFL1	+
PSMB8	CDC27	+
RPL8	UBB	0
NPS	NPSR1	+
SOCS2	IL3RA	-
MAP3K3	IKBKB	+
TOPBP1	RFC2	0
ICAM1	PLCG1	+
ANAPC1	ANAPC2	+
AAAS	TPR	0
RPS6KA1	EEF2K	-
ANAPC13	CDC27	+
TP53BP2	TP53I3	+
IFNG	IL23R	-
PTPN11	GRLF1	-
HDAC1	MYC	-
GTF2H1	GTF2H2	+
GNAI3	ADCY9	-
PTPN1	IRS4	-
AP2S1	AP2A2	0
JAK3	MAPK9	+
MAPK14	NFKB1	+
CDK5RAP2	CEP135	0
TLN1	ITGA10	0
SRC	GIT2	+
PSMB9	PSMD9	0
IL28A	IL28RA	+
PKC	ELK1	+
RPL27A	RPS6	0
CABIN1	PPP3CA	-
AKT1	ITGB4	+
RELA	TNIP2	0
CREBBP	TCF7	0
DAXX	NR3C1	-
IL23R	CD4	+
CALM3	PPP3CC	+
STK17A	ZNF784	+
YWHAE	TUBA1A	0
FGF13	GAB1	0
IRF2	IFNB1	+
LAMB1	ITGA8	+
RPS17	RPS13	0
RPS2	RPS28	0
PRKAB1	APPL1	+
VEGFA	EDN1	-
CCL20	CX3CR1	+
NFKB1	BCL2	+
HIPK1	ECSIT	+
SOCS5	IL6R	-
FOXO1	CDKN1B	+
PLXNA1	KDR	+
CHAD	ITGA11	+
CSNK1G2	SFN	+
RXRA	MYC	+
PSME1	PSME2	0
FZD6	YES1	+
CACNA1A	DNAJC5	0
ANAPC5	PTTG1	-
PSMD9	UBE2D1	+
NUP35	NUP93	0
MBTPS2	SREBF1	+
LEFTY1	NODAL	-
TTK	PAXBP1	+
AAAS	XPO1	+
ACTN2	ZYX	0
RPL36	RPS5	0
ZMYND8	FYN	-
LAMA5	LAMB2	0
PPP2CA	PPP2R2A	0
TP53	APC	-
POLD2	POLD3	+
NYS3	BAD	+
POLR2G	ERCC2	0
CPT1C	ACSL3	0
HBA1	RPL37	0
ITGA5	PLAUR	0
IL1RAP	TRAF6	+
CYBB	MMP9	+
DKK1	WNT1	-
NINL	MAPRE1	0
RPS13	RPS27A	0
INS	ALAS1	-
ITGA5	PARVG	0
ITGB1	ITGA3	0
RPS12	RPS18	0
SNRK	MTA1	+
SEH1L	SNRPB	+
PAK2	RAC1	+
NEK6	CSRP3	+
ABL1	SHC1	+
ESR1	TUBA3C	+
PSMD6	SNCA	-
ELMO1	RAC2	+
ILK	SPARC	-
SERPINA5	PROS1	-
LATS1	GADD45A	+
RPS6KA4	ZYX	+
STAT5A	TNF	-
IL3	BCL2	+
JAK3	JAK3	+
MAPRE1	OFD1	0
TGFB1	COL15A1	+
THBS1	ITGA4	+
FGFR1	PIK3CG	+
RPL26	RPL14	0
STAT5A	CSN2	+
SFRP1	WNT8B	-
SFRP5	WNT1	-
CSK	TLN1	0
WNT5A	FZD6	0
POLD1	RFC4	+
WNT7B	FZD5	+
HDAC1	HNF1A	+
HGS	EPN1	0
ERCC2	TAF1	+
PSMD13	TCEB1	+
ITGA11	ITGB3	0
CALM1	PPP3CB	+
LRP6	APC	-
GATA3	ANGPT1	-
PSMA8	UBE2E1	+
GCG	TNF	-
IRAK3	PSMA6	+
EIF2AK1	EIF2S1	+
RPL39	RPLP1	0
EIF4G1	MKNK1	0
POLR3B	POLR3E	0
PSMF1	CDK2	+
CYBB	NOX1	0
RPS8	RPS11	0
ARHGAP10	RHOA	+
VIP	IL8	-
EFNB1	PAK1	+
CDK5R1	PPP1R1B	+
BAG1	TP53	-
PPP3R2	NFATC4	+
BAG2	BCL2	+
RAC1	AKT1	+
HLF	ANXA2	+
PSMB1	PSMB3	0
IL12RB1	FOS	+
AHR	CD36	+
ACTN4	MAGI1	0
PIP5K1B	SCIN	-
ERCC5	KLC1	-
PRKCA	RDX	0
CYFIP2	NCKAP1L	0
PSMB4	PSMD12	0
CBLC	FLT1	-
GJA1	TUBA3C	0
UBE2T	FANCI	+
JUN	IL8	+
MAPK3	MAPKAPK2	+
RPL38	RPS12	0
PAFAH1B1	DCTN3	0
MET	SH3GL1	0
COL2A1	SDC1	+
FGFR4	RELA	+
DYNLL1	PLK4	0
CCL5	HECA	+
CALML6	CAMK2G	+
B2M	CD3E	0
RASGRP2	CACNA1A	0
C4BPA	NFKBIA	+
ITGA7	PKD1	0
RASGRF1	MMP3	+
CALM2	PDE1A	+
TRIP12	PSMD5	0
DNAJB1	RPSA	0
COL1A2	SDC4	+
PSMD2	UBE2D1	+
RAE1	RBM8A	+
DUSP10	MAPK1	-
STAT3	CEBPD	+
FRA8B	NFKBIA	+
MAPK8	XPO1	+
MSX1	TP53	+
LAMA4	PIK3CA	+
ASAP1	ARF6	+
RP6-213H19.1	EZR	+
MMP7	DCN	+
TTK	CDCA8	+
LPAR2	PIK3CB	+
SYK	STAT3	+
MKL1	SRF	0
IRF4	NFATC3	0
UBR1	PSMA4	0
PSMD7	PSMB9	0
EDNRA	ADCY6	+
RB1	TFDP1	+
UBE2E1	UBE2C	+
PPP3R1	CBLB	+
ATP5O	ATP5O	+
PSMD2	ANAPC4	+
NGFR	SHC1	+
PSMD14	PSMB6	0
CTCF	MYC	-
PRKCB	STAT5A	+
TPH1	HTR5B	+
NFYA	PDGFRB	-
PTP4A1	TP53	-
SOCS2	CSF3R	-
CREBBP	CDKN2B	+
THBS1	ELANE	-
STX1A	CACNA1E	-
SFRP4	FZD7	-
MAP3K4	MINK1	+
IKBKG	IKBKG	0
POU2F1	KLK3	+
RBPJ	NCOR2	0
CCL1	CXCR2	+
RPS6KB1	RPS10	+
NUP210	NUP50	0
JAK1	CAMK2G	+
NINL	SFI1	0
FTL	RPL38	0
BMPR1B	ASAP3	+
GNB3	PLCB3	+
UBE3A	GABRA4	+
PVRL3	PIK3R1	+
RPL27A	RPS24	0
IL3	HDC	+
DAB2	ID2	0
DVL3	VANGL1	0
PDGFB	NCK2	+
PORCN	WNT6	+
MDC1	MDC1	+
LOC646048	ACTN3	0
SMAD5	ID2	+
CASP7	LAMC2	+
CSNK1D	CLASP1	0
JAM2	MPDZ	0
ABI1	RAC1	+
CD40LG	CD47	+
EGFR	VAV1	0
GTF2H3	GTF2E2	0
F2	ADRB2	0
TFDP1	TFDP1	0
IL17A	MAPK14	+
IGF1	SHC3	0
CBL	LOC652799	-
PSMC3	PSMD4	0
PSMA7	ANAPC10	+
CCL20	CXCR3	+
FGFR2	PIK3CD	+
NDE1	CP110	0
EIF1	UBB	+
PPP3CA	CDC23	+
PPP3CB	EPN1	+
RPS3	RPS15A	0
PRKACA	AZI1	0
SRC	ITGB6	+
PSMA4	PSME2	0
MED1	NR1H4	0
ATF1	JUN	+
CCNB1	PRKACG	+
CASP7	LOC729991-MEF2B	-
DAB1	RAP1A	+
NUP85	EIF4E	+
CHEK1	CDC25B	-
VAV2	PIK3AP1	+
SIK1	ZYX	+
NUP85	KPNA1	+
RPL31	RPS12	0
ITGA6	CD47	0
ZNF197	HIF1A	-
SLC10A2	CDC26	+
HMGB1	RHOA	+
COMT	DRD3	+
RAP1B	CDC42	+
MTOR	EIF4E	-
MAPKAPK5	PPP1R13L	+
IL18R1	NOS2	+
ZNF217	HDAC4	0
NUP214	THOC4	+
UBE3A	PSMB9	0
MYBPC3	MYH4	0
ARPC3	ACTB	0
PTK2B	RUVBL2	+
MYC	KIR3DL1	+
MYLK3	MYL12B	+
PLCB2	SNCA	0
ZNF217	NRIP1	0
PSMA6	CDC20	+
DUSP18	ITGA3	+
ITGA6	ITGB5	0
UBR1	HSPB1	0
PSMB11	PSMA3	0
RP6-213H19.1	STK11	-
MYD88	TLR4	0
DCTN3	ALMS1	0
PTPRF	MAPK3	+
CCL3L3	CX3CR1	+
CAMK4	STMN1	+
GAB2	IL2RB	0
DNTTIP1	DNTT	+
RXRB	SORBS1	+
PTPN1	SRC	+
MAP3K2	WNT2	0
PIK3CG	TRAF6	0
UBE3A	IDE	0
GTF2I	HSPA5	+
GTF2H3	ERCC3	+
HSPE1	CD247	-
NOX3	NOX3	0
AAAS	SMN1	+
TGFB2	MAPK1	+
HDAC3	HIST2H2BE	+
PLK4	NEDD1	0
CDCA4	E2F1	-
ELANE	ADRB2	+
ITGA11	PARVG	0
GSK3B	CDK4	-
RXRB	ANGPTL4	+
CTNND1	ZBTB33	-
TUBB4	KCNJ3	-
AKT1	GTF2B	+
RIOK1	YWHAH	+
PPP2R5D	EIF4EBP1	+
GAB2	PTPN6	+
DYNLL1	CSNK1D	0
RHOA	PKN2	+
IL10RA	RA3	+
PRKCG	NCF1	+
ADCY6	PRKACG	+
MAP3K7	IL2	-
PSMA6	IDE	0
BMPR1B	SMAD1	+
F13B	F2	+
JAK2	STAT4	-
ADRBK1	PRKACG	0
PSMC6	PSMA4	0
CSNK1E	NDE1	0
SLC10A2	PSMD12	0
COL3A1	ITGB7	+
MYH6	ACTB	0
PLAT	MMP1	+
ERBB4	MDM2	+
HSPB1	SHFM1	0
LOXHD1	NTS	+
SDCCAG8	ACTR1A	0
PPP2R1A	ARRB1	-
MAPK11	TSC2	+
PSME3	PSMA2	0
UBE3A	PSMD9	0
RASGRP4	CACNG8	0
RPL39L	UBA52	0
CHP	CALML3	0
MDM2	RELA	+
MRAS	PIK3CA	+
EZR	GNGT1	0
POLD2	RFC3	+
FOXO1	AR	+
PPP1CA	MYL12B	-
ABI2	ABI2	0
DYRK2	HLCS	+
HSPB1	PSMC5	0
CTNNA1	CTNND1	0
PAAF1	RBX1	+
EIF2B1	EIF2B3	+
STAT1	GATA3	-
CLDN16	CLDN17	0
AES	PPARD	-
SPRY2	FGF14	0
RPL18A	RPS29	0
CCL17	CXCR4	+
TEK	ELF2	+
ROCK2	MYH1	+
ADCY1	MAPK3	+
MARK2	CA5B	+
TCEB1	CUL5	0
FLT4	GRB2	+
FANCG	UBE2T	0
TSC1	TSC2	0
FGF12	JUN	+
RPS4X	EIF3A	0
YWHAB	MST1	0
PRL	ESR1	+
ZAP70	TRAT1	+
S100A8	MMP1	+
VTN	ITGB6	+
NPPC	EDN1	-
LOC646821	ACTN4	0
PSMC2	PSME4	0
NEK6	ZNF346	+
TLN1	ACTN4	0
CACNA1A	CACNA1S	0
CSF1R	YES1	0
NUP214	SUMO1	+
RPS13	LOC100291837	0
WNT3A	CTNNB1	-
CD3G	LCK	0
CD40	CD83	+
HGF	PDGFRB	+
IRS2	PIK3R2	+
DNAJB1	HSF1	+
EP300	CITED1	0
CD8A	IL2RG	+
PRKCH	NPM1	+
KITLG	TPSAB1	+
CDC16	LOC650621	+
PDGFD	LYN	+
PSMB8	CUL1	+
CDKN2A	SHH	-
FOXM1	MYC	+
PDE3B	PRKAR1B	0
UBE2D3	NFKB1	-
GSK3B	AXIN2	0
CASP10	RIPK1	0
CHN1	HRAS	-
CDK4	CDK2	-
CREBBP	CITED1	0
NUP35	CPSF1	+
RPS26	RPS28	0
PRRX1	TNC	+
RAC1	MAP3K1	+
CDK9	TH1L	+
CUL7	ANAPC4	0
PSMB4	PSMD3	0
PSMD14	PSMB10	0
GHR	STAT3	0
MAPK8	MAPK1	+
CD247	CSK	-
SHB	SRF	0
NFATC1	OSCAR	+
PPM1A	BAD	+
EGFR	KRT18	0
IL18	THBS1	+
MYLK	TIAF1	+
MAP4K1	GRAP2	0
DYNLL1	CEP290	0
RANBP2	NUP35	0
TFDP2	WASF1	+
TRAF6	IRF7	+
ADAM10	CDH2	+
ZMYM4	HNRNPD	-
NUPL2	SEH1L	0
NR1H3	COX2	+
RANBP9	KLK3	+
CASP1	EIF4G1	+
NFKB2	TRAF1	+
UBE2C	CDC26	0
CCND1	CCND1	0
MYC	MMP1	+
ABI2	SOS1	0
PRKCA	CRK	+
EGFR	KRT17	0
GZMA	APEX1	+
SORBS1	VCL	0
GNAI3	BLK	-
MYH2	SHROOM4	0
CTF1	SHC1	+
PRKD1	SDC4	+
PLCG1	EGFR	+
COL6A1	ITGB7	+
STUB1	AR	0
RPL26	RPS27A	0
PSMB3	PSMB10	0
CCL3L1	CXCR2	+
RNF111	SKIL	+
CXCL3	CCR3	+
DDX58	IRF3	+
PSMA1	PSMD2	0
GAS1	IHH	-
RBX1	TCEB2	0
SRP72	SRP19	+
PLVAP	POU3F3	+
NUP214	AAAS	0
TNF	TNF	-
PIK3CB	PTK2	+
HLA-A	PRF1	+
ACTN2	VCL	0
HRAS	ETS2	+
AXIN2	USP6NL	0
UBE2S	MYCBP2	0
UBB	RPS21	0
CREBBP	IRF9	+
CCNB1	ANAPC7	+
CAT	MAPK3	-
ADIPOQ	IFNG	+
CRPP1	TFPI2	+
FYN	ITGB1	+
PSMA8	PSMF1	0
MAP4K5	CTTN	+
THBS4	ITGA2B	+
PIK3R1	CCND1	+
UBE3A	SHFM1	0
PSMA4	CDC26	+
RPL8	RPS6	0
PSMB1	PSMD11	0
RPL3	RPS12	0
GSK3B	NFATC3	-
PRL	CHIT1	+
IL2	MBP	+
POLR3A	POLR3H	0
PTEN	ITGB1	-
C1QB	C4A	+
FYB	VASP	0
ALMS1	AZI1	0
RPL3	RPL18	0
TYRO3	PRKCD	+
SNCA	UBQLN1	-
VCAM1	IL6	-
GNB4	PLCB1	+
COL1A1	CASP3	-
ARPC1A	LOC646048	0
CTBP2	HDAC2	0
PIK3C2G	HRAS	+
WASF1	ACTG1	+
PPP3CA	CALM3	0
RPL8	RPS10	0
PPBP	CXCR2	+
AKT1	CHUK	+
XCR1	GNAI3	+
JAK2	EPOR	+
MAX	CDKN1B	-
PPARD	FABP3	+
FEN1	APEX1	+
CREB1	ASAH1	+
RPL28	RPS29	0
VWF	ITGB1	+
PDK2	PDK1	+
CXCL12	PIK3R3	+
ARF6	PLD1	+
BCL2	SMPD1	-
CD14	TRAF6	+
MYC	CDKN2B	-
TEK	PIK3R1	0
LAMA1	CD44	+
CITED2	APOA2	+
ERVWE1	SLC1A5	+
POLD4	RFC1	+
PSMD12	UBE2C	+
SYT1	RIMS1	+
FOXO3	FASLG	-
FBXO31	NFKBIA	-
CEP57	MAPRE1	0
MAPK1	EGR1	+
IFNG	CXCL10	+
CEP110	TUBB4	0
ITGB5	ACTN3	0
TDG	TDG	+
TGFBR2	MBNL3	+
ILK	ITGB6	0
PEG3	TRAF2	0
PRKCI	CHUK	+
PLCG1	NPHS2	0
PIM1	ID2	+
MAPK3	FGF11	-
ARPC1B	ACTIN	+
LAMC2	ITGA5	+
CLDN15	CLDN9	0
PSMD1	TRIP12	0
RPS6KA3	BUB1	+
GNAL	ADCY1	+
WNT9B	FZD5	+
PIK3CA	PIK3R1	0
CBLB	PIAS2	0
CLDN16	CLDN3	0
DVL3	CTNNB1	-
TESK2	PRKACA	+
LAMA4	LAMC1	0
HLA-B	KIR2DL1	+
KITLG	PIK3C2B	+
S100B	FADD	-
DDB2	GTF2H1	+
PTPN2	JAK1	-
MAPK14	MLX	+
DCTN2	HAUS2	0
TGFB2	IL3	-
NPY	MAPK3	+
CD79A	BLK	0
IL2RB	STAT1	+
CDK1	TUBB	0
PRKCE	JAM2	+
CBLB	SHC1	-
NEUROD1	PLCB4	+
EIF4H	EIF4E	+
BCL2L2	BAK1	-
MAP3K1	MAP4K4	0
FANCE	FANCI	+
PSMB7	PSMD12	0
PIM2	R3HDM2	+
ITGB6	PKD1	0
FRS2	GAB1	0
TGFBR2	PRMT8	+
PSMD14	PSME1	0
TRIP12	UBE2C	+
SHFM1	SNCA	-
APP	CD40	+
TNR	SDC3	+
IL6ST	GAB1	+
FAF1	FADD	0
FGF10	PDGFRA	+
SH3KBP1	LOC652799	0
JAK2	DNAJA3	0
PPP3R2	CALM3	0
IL7R	LCK	+
YES1	NUDT4	+
ANAPC7	CDC20	0
WNT1	CTBP1	+
POLR3B	POLR3A	0
C17orf70	FANCA	0
MKL1	VCL	+
JAK3	PIK3CG	+
NTF4	CRKL	+
LAMB4	LAMA1	0
ELMO1	ELMO1	0
ANAPC1	HECTD3	0
ADAM17	ERBB4	+
DAB1	AKT1	+
CD247	ITK	+
WNT2	FZD3	+
CRK	RAPGEF1	0
AKAP9	GRIN2A	0
STAT5B	IL2RA	+
HDAC10	NCOR1	0
TGFA	ERBB2	+
GNAI2	AKT3	+
FGF11	FGFR3	0
BLK	CD79B	0
ABL1	CAV1	+
PSMC6	TRIP12	0
CDC42	MAPK14	+
PIK3R2	RAC2	+
CAPNS1	PXN	+
PROC	ADM	-
EHD1	RAB11FIP3	0
FGF19	SPP1	+
PSMB9	ANAPC7	+
MAGOH	SRRM1	0
TNFRSF10C	FADD	+
ATP6V1G2	FZD8	+
MAP2K7	MAPK14	+
FGF7	FGFR1	0
FGF7	SFTPA2	+
PAK1	ZNF396	+
IL5	CSF2RB	+
PSMB3	UBE2E1	+
CASP3	PTBP1	+
PLD2	PPAP2C	+
PLCG2	PLA2G2A	+
PSMD13	CDC20	+
F2	PRKAR2B	0
NUPL2	SRRM1	+
NUP210	NUP205	0
NUP214	NUP35	0
CSNK1G2	YWHAG	+
PRKAR2B	LIPE	+
RASA1	MAPK8	+
MET	CDH1	+
RPLP2	RPS21	0
PSMC2	PAAF1	0
IFNA7	PSME3	+
LEF1	CDH1	-
EGF	SOS1	+
NDE1	CEP70	0
PIK3CA	CRK	+
ITPR2	CALM2	0
PPBPL1	CCR8	+
RPL10L	RPL18	0
AKT1	PRKAB1	+
POLR3H	POLR3E	0
ITGAV	RHOA	0
SMAD3	MYC	0
PSMD1	ADRM1	0
ERBB2	SHC4	0
CDK5	APP	+
TEK	STAT5A	+
PPP3CB	MEF2C	+
PSMB10	ANAPC4	+
EXOC6B	PSMD12	0
GRK1	F2R	+
ADIPOQ	CXCL12	+
CCNT1	GTF2F2	+
UBQLN1	PSMC2	0
ETV4	CAV1	+
GNG8	PIK3R1	+
APOA5	APOA1	+
PIAS1	ESR1	+
RPL28	RPS2	0
ERBB3	EPN1	0
PSMD10	TRIP12	0
PIK3R1	RAC1	+
CD40	TANK	+
PLK1	HAUS2	0
ZAP70	SHC4	0
HDAC5	FGF11	0
ANAPC1	ANAPC13	+
TBKBP1	TBKBP1	0
RPS8	RPL14	0
DYRK4	UHMK1	+
CRK	MAPK10	0
FOXM1	CENPA	+
FGF19	IGF1R	+
FGF10	INTS12	0
CBLB	SYK	-
DVL2	AXIN2	0
RPS10	RPS15	0
EPHB3	FYN	0
PF4	IFNG	-
RELA	ICAM1	+
NDE1	ACTR1A	0
ELANE	CTSG	+
CENPJ	ALMS1	0
RPL10	RPS3	0
TNFRSF1A	MAP4K3	+
ITGB4	PIK3R2	0
MAP3K2	MAP2K6	+
CHRM1	RGS2	0
SHANK1	ARHGEF7	+
DVL2	AKT1	0
MAP3K7	TRADD	0
ITGA1	PTK2	0
TSGA14	MAPRE1	0
RHOA	ACTG1	+
UBB	UBE2G1	0
LAMA4	ITGB1	+
THBS4	ITGB3	+
FGF2	ICAM1	+
NOTCH1	RALB	0
WNT3A	LRP6	0
HOXB9	BMI1	-
PSMB8	PSMC4	0
AP1S2	GNA12	+
H2AFX	MRE11A	0
CASP3	PLEKHO1	+
RPLP1	RPL14	0
AGT	IGAN	+
IL20RB	JAK1	+
CSNK1G1	ZNF396	+
FES	IRS2	0
UBA7	TRAF6	+
DAAM1	RHOA	0
DYRK4	PAXBP1	+
PI4KA	MYT1	-
UBQLN1	PSMD12	0
KIT	GAB1	+
TBX21	GATA3	-
GTF2H3	POLR2B	+
COPS5	SMAD4	+
CHMP4B	FAM125B	0
SYK	SHC1	+
EIF4E	EIF4G3	0
RPS13	RPS16	0
PLK1	DYNC1H1	0
JAK1	FOXO1	-
NFATC1	PTGS2	+
PRKACA	BRAF	+
CSNK1E	TUBA4A	0
NR3C1	BGLAP	-
RPL3	RPS8	0
NR1H3	SREBF1	+
MMP14	MMP9	+
GRB7	SENP1	0
RET	PTK2	+
PRKACA	CEP250	0
ICAM1	ITGAL	+
MAP3K7IP1	MAP2K6	+
EPHA1	NGEF	0
KIF23	RHOA	+
IFNG	HLA-E	+
TNF	IL6R	+
SNCA	PSMA4	-
ILKAP	ILK	-
ELANE	MUC1	+
YWHAQ	SSH1	-
CLK2	XPO1	+
MST1R	YWHAH	0
MAPK3	CRK	+
RPS3	LOC100291837	0
IFNG	FBP1	+
FGR	SHC2	+
IL1A	CSF2	+
GNGT1	PRKAR2A	0
LCK	MAPK14	+
CACNG7	CACNB4	0
ARNT	ETS1	+
TGFBR1	SMAD9	-
CALM3	NFATC3	+
IL2RB	TNFRSF9	+
PAK1	MAP3K12	+
CYBA	MAPK13	+
PRKCA	KITLG	-
CLDN19	ESAM	0
ITGA5	ACTN1	0
UHMK1	NFATC4	+
TP73	CDK6	+
CEP72	CEP110	0
RPS6KB1	INSR	+
CACNA1C	CACNB2	0
MAX	CLU	-
CTNND1	PSEN1	-
KDR	PLCG1	0
PSMA8	SNCA	-
FGF10	MAPK3	+
FGF11	PLCG1	+
UBE3A	ANAPC7	+
PPP3CA	LOC729991-MEF2B	+
AKT1	IQGAP1	0
NOX3	MAPK13	+
HSP90AA1	PDPK1	0
RHOA	GRB2	-
PTPRJ	KDR	-
CACNA2D3	RASGRF2	0
RPL6	RPL24	0
RPS4X	RPS8	0
HBXIP	CASP9	-
SYK	WWP1	+
NFATC2	CSF2	+
CBL	ITGA11	-
GATA3	IL4	+
PRKACB	GLI1	-
SMAD2	RUNX2	0
UNC13B	CPLX1	+
